Initial Year,Rank,Player,Club,Nationality,Stat
2017,22,Mathew Ryan,-,Australia,5
2017,24,Fraser Forster,-,England,3
2017,24,Eldin Jakupovic,-,Switzerland,3
2017,26,Claudio Bravo,-,Chile,2
2017,26,Paulo Gazzaniga,-,Argentina,2
2017,26,Ben Hamer,-,England,2
2017,26,Alex McCarthy,-,England,2
2017,26,Julian Speroni,-,Argentina,2
2017,31,Willy Caballero,-,Argentina,1
2017,31,Karl Darlow,-,England,1
2017,31,Lee Grant,-,England,1
2017,31,David Ospina,-,Colombia,1
2016,1,Hugo Lloris,Tottenham Hotspur,France,34
2016,2,Heurelho Gomes,-,Brazil,30
2016,2,Kasper Schmeichel,-,Denmark,30
2016,4,Ben Foster,-,England,28
2016,5,Claudio Bravo,-,Chile,27
2016,6,Lukasz Fabianski,Swansea City,Poland,25
2016,7,Petr Cech,-,Czech Republic,23
2016,8,Jordan Pickford,Sunderland,England,22
2016,8,Víctor Valdés,-,Spain,22
2016,10,Simon Mignolet,-,Belgium,21
2016,11,Lee Grant,-,England,20
2016,12,Thibaut Courtois,-,Belgium,14
2016,13,Willy Caballero,-,Argentina,13
2016,13,Tom Heaton,-,England,13
2016,13,Adrián,-,Spain,13
2016,16,Artur Boruc,-,Poland,12
2016,16,Wayne Hennessey,-,Wales,12
2016,18,David de Gea,-,Spain,10
2016,18,Eldin Jakupovic,-,Switzerland,10
2016,18,Darren Randolph,-,Ireland,10
2016,21,Maarten Stekelenburg,-,Netherlands,9
2016,22,Shay Given,-,Ireland,8
2016,23,David Marshall,-,Scotland,7
2016,24,Steve Mandanda,-,France,5
2016,24,Vito Mannone,-,Italy,5
2016,24,Joel Robles,-,Spain,5
2016,24,Ron-Robert Zieler,-,Germany,5
2016,28,Brad Guzan,-,United States,4
2016,28,Loris Karius,Liverpool,Germany,4
2016,30,Michel Vorm,-,Netherlands,3
2016,31,Jack Butland,-,England,2
2016,31,Fraser Forster,-,England,2
2016,31,David Ospina,-,Colombia,2
2016,31,Sergio Romero,-,Argentina,2
2016,35,Joel Pereira,-,Portugal,1
2016,35,Adam Federici,-,Australia,1
2016,35,Paul Robinson,-,England,1
2015,1,Kasper Schmeichel,-,Denmark,46
2015,2,Hugo Lloris,Tottenham Hotspur,France,40
2015,3,Jack Butland,-,England,36
2015,4,Petr Cech,-,Czech Republic,33
2015,5,Simon Mignolet,-,Belgium,32
2015,6,Adrián,-,Spain,31
2015,7,Joe Hart,-,England,26
2015,8,Artur Boruc,-,Poland,24
2015,8,Heurelho Gomes,-,Brazil,24
2015,10,Costel Pantilimon,-,Romania,22
2015,10,John Ruddy,-,England,22
2015,12,Lukasz Fabianski,Swansea City,Poland,20
2015,13,David de Gea,-,Spain,18
2015,13,Brad Guzan,-,United States,18
2015,13,Vito Mannone,-,Italy,18
2015,16,Wayne Hennessey,-,Wales,17
2015,17,Thibaut Courtois,-,Belgium,14
2015,17,Tim Howard,-,United States,14
2015,19,Boaz Myhill,-,Wales,12
2015,20,Robert Elliot,-,Ireland,10
2015,21,Ben Foster,-,England,9
2015,22,Karl Darlow,-,England,8
2015,22,Joel Robles,-,Spain,8
2015,24,Maarten Stekelenburg,-,Netherlands,7
2015,25,Asmir Begovic,-,Bosnia & Herzegovina,6
2015,26,Jakob Haugaard,-,Denmark,5
2015,26,Declan Rudd,-,England,5
2015,28,Mark Bunn,-,England,4
2015,28,Tim Krul,Newcastle United,Netherlands,4
2015,28,Darren Randolph,West Ham United,Ireland,4
2015,31,Fraser Forster,-,England,3
2015,31,David Ospina,-,Colombia,3
2015,31,Sergio Romero,-,Argentina,3
2015,34,Adam Federici,-,Australia,2
2015,34,Paulo Gazzaniga,-,Argentina,2
2015,34,Shay Given,-,Ireland,2
2015,34,Alex McCarthy,-,England,2
2015,34,Jordan Pickford,Sunderland,England,2
2015,34,Danny Ward,-,Wales,2
2015,40,Giedrius Arlauskis,-,Lithuania,1
2015,40,Ádám Bogdán,-,Hungary,1
2015,40,Julian Speroni,-,Argentina,1
2014,1,Julian Speroni,-,Argentina,57
2014,2,Asmir Begovic,-,Bosnia & Herzegovina,42
2014,3,Tim Krul,Newcastle United,Netherlands,37
2014,4,Robert Green,-,England,36
2014,5,Joe Hart,-,England,30
2014,6,Simon Mignolet,-,Belgium,27
2014,7,Costel Pantilimon,-,Romania,26
2014,7,Adrián,-,Spain,26
2014,7,Kasper Schmeichel,-,Denmark,26
2014,10,Hugo Lloris,Tottenham Hotspur,France,25
2014,11,David de Gea,-,Spain,21
2014,11,Ben Foster,-,England,21
2014,11,Brad Guzan,-,United States,21
2014,14,Wojciech Szczesny,-,Poland,20
2014,15,Thibaut Courtois,-,Belgium,18
2014,15,Lukasz Fabianski,Swansea City,Poland,18
2014,15,Tom Heaton,-,England,18
2014,18,Tim Howard,-,United States,16
2014,19,Vito Mannone,-,Italy,15
2014,20,David Ospina,-,Colombia,14
2014,21,Fraser Forster,-,England,12
2014,22,Jak Alnwick,-,England,9
2014,22,Ben Hamer,-,England,9
2014,22,Allan McGregor,-,Scotland,9
2014,22,Mark Schwarzer,-,Australia,9
2014,26,Boaz Myhill,-,Wales,7
2014,27,Bradley Jones,-,Australia,4
2014,28,Steve Harper,-,England,3
2014,28,Eldin Jakupovic,-,Switzerland,3
2014,28,Joel Robles,-,Spain,3
2014,28,Michel Vorm,-,Netherlands,3
2014,32,Jack Butland,-,England,2
2014,32,Petr Cech,-,Czech Republic,2
2014,32,Kelvin Davis,-,England,2
2014,32,Robert Elliot,-,Ireland,2
2014,32,Wayne Hennessey,-,Wales,2
2014,32,Emiliano Martínez,-,Argentina,2
2014,32,Alex McCarthy,-,England,2
2014,32,Jed Steer,-,England,2
2014,40,Shay Given,-,Ireland,1
2014,40,Víctor Valdés,-,Spain,1
2013,1,Julian Speroni,-,Argentina,63
2013,2,Tim Krul,Newcastle United,Netherlands,61
2013,3,Hugo Lloris,Tottenham Hotspur,France,54
2013,4,Tim Howard,-,United States,42
2013,4,Wojciech Szczesny,-,Poland,42
2013,6,Vito Mannone,-,Italy,33
2013,7,Brad Guzan,-,United States,28
2013,7,Joe Hart,-,England,28
2013,9,Artur Boruc,-,Poland,26
2013,10,Asmir Begovic,-,Bosnia & Herzegovina,24
2013,11,David Marshall,-,Scotland,19
2013,11,Allan McGregor,-,Scotland,19
2013,13,Ben Foster,-,England,18
2013,14,Adrián,-,Spain,14
2013,15,Petr Cech,-,Czech Republic,12
2013,15,John Ruddy,-,England,12
2013,17,Steve Harper,-,England,11
2013,17,Jussi Jääskeläinen,-,Finland,11
2013,17,Simon Mignolet,-,Belgium,11
2013,20,Paulo Gazzaniga,-,Argentina,9
2013,20,Boaz Myhill,-,Wales,9
2013,20,David Stockdale,-,England,9
2013,23,Maarten Stekelenburg,-,Netherlands,8
2013,24,David de Gea,-,Spain,7
2013,25,Michel Vorm,-,Netherlands,6
2013,26,Costel Pantilimon,-,Romania,4
2013,27,Jack Butland,-,England,3
2013,27,Robert Elliot,-,Ireland,3
2013,27,Joel Robles,-,Spain,3
2013,27,Gerhard Tremmel,-,Germany,3
2013,31,Lukasz Fabianski,-,Poland,2
2013,31,Mark Schwarzer,-,Australia,2
2013,33,Luke Daniels,-,England,1
2013,33,Kelvin Davis,-,England,1
2013,33,Brad Friedel,-,United States,1
2013,33,Joe Lewis,-,England,1
2013,33,Thomas Sørensen,-,Denmark,1
2013,33,Keiren Westwood,-,Ireland,1
2012,1,Hugo Lloris,Tottenham Hotspur,France,47
2012,2,Asmir Begovic,-,Bosnia & Herzegovina,41
2012,3,Wojciech Szczesny,-,Poland,34
2012,4,Simon Mignolet,-,Belgium,27
2012,4,Pepe Reina,-,Spain,27
2012,6,Tim Howard,-,United States,26
2012,7,Artur Boruc,-,Poland,25
2012,8,Tim Krul,Newcastle United,Netherlands,24
2012,9,Ali Al Habsi,-,Oman,19
2012,10,Mark Schwarzer,-,Australia,17
2012,11,Brad Guzan,-,United States,16
2012,12,Jussi Jääskeläinen,-,Finland,14
2012,13,Joe Hart,-,England,13
2012,14,Robert Elliot,-,Ireland,12
2012,15,Mark Bunn,-,England,11
